2024-04-10 14:48:51,247 INFO    StreamThr :95205 [internal.py:wandb_internal():86] W&B internal server running at pid: 95205, started at: 2024-04-10 14:48:51.247331
2024-04-10 14:48:53,598 DEBUG   HandlerThread:95205 [system_info.py:_save_conda():222] Saving conda packages done
2024-04-10 14:48:53,599 INFO    HandlerThread:95205 [system_monitor.py:probe():229] Finished publishing system info
2024-04-10 14:48:53,632 DEBUG   HandlerThread:95205 [handler.py:handle_request():146] handle_request: python_packages
2024-04-10 14:48:56,268 DEBUG   HandlerThread:95205 [handler.py:handle_request():146] handle_request: status_report
2024-04-10 14:48:56,269 DEBUG   SenderThread:95205 [sender.py:send_request():406] send_request: status_report
2024-04-10 14:49:01,284 DEBUG   HandlerThread:95205 [handler.py:handle_request():146] handle_request: status_report
2024-04-10 14:49:01,285 DEBUG   SenderThread:95205 [sender.py:send_request():406] send_request: status_report
2024-04-10 14:49:06,303 DEBUG   HandlerThread:95205 [handler.py:handle_request():146] handle_request: status_report
2024-04-10 14:49:06,303 DEBUG   SenderThread:95205 [sender.py:send_request():406] send_request: status_report
2024-04-10 14:49:11,320 DEBUG   HandlerThread:95205 [handler.py:handle_request():146] handle_request: status_report
2024-04-10 14:49:11,321 DEBUG   SenderThread:95205 [sender.py:send_request():406] send_request: status_report
2024-04-10 14:49:16,343 DEBUG   HandlerThread:95205 [handler.py:handle_request():146] handle_request: status_report
2024-04-10 14:49:16,343 DEBUG   SenderThread:95205 [sender.py:send_request():406] send_request: status_report
2024-04-10 14:49:21,364 DEBUG   HandlerThread:95205 [handler.py:handle_request():146] handle_request: status_report
2024-04-10 14:49:21,365 DEBUG   SenderThread:95205 [sender.py:send_request():406] send_request: status_report
2024-04-10 14:49:22,776 DEBUG   HandlerThread:95205 [handler.py:handle_request():146] handle_request: partial_history
2024-04-10 14:49:26,390 DEBUG   HandlerThread:95205 [handler.py:handle_request():146] handle_request: status_report
2024-04-10 14:49:26,392 DEBUG   SenderThread:95205 [sender.py:send_request():406] send_request: status_report
2024-04-10 14:49:31,409 DEBUG   HandlerThread:95205 [handler.py:handle_request():146] handle_request: status_report
2024-04-10 14:49:31,410 DEBUG   SenderThread:95205 [sender.py:send_request():406] send_request: status_report
2024-04-10 14:49:36,429 DEBUG   HandlerThread:95205 [handler.py:handle_request():146] handle_request: status_report
2024-04-10 14:49:36,430 DEBUG   SenderThread:95205 [sender.py:send_request():406] send_request: status_report
2024-04-10 14:49:41,450 DEBUG   HandlerThread:95205 [handler.py:handle_request():146] handle_request: status_report
2024-04-10 14:49:41,450 DEBUG   SenderThread:95205 [sender.py:send_request():406] send_request: status_report
2024-04-10 14:49:46,468 DEBUG   HandlerThread:95205 [handler.py:handle_request():146] handle_request: status_report
2024-04-10 14:49:46,468 DEBUG   SenderThread:95205 [sender.py:send_request():406] send_request: status_report
2024-04-10 14:49:49,278 DEBUG   HandlerThread:95205 [handler.py:handle_request():146] handle_request: partial_history
2024-04-10 14:49:51,287 DEBUG   SystemMonitor:95205 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-04-10 14:49:51,484 DEBUG   HandlerThread:95205 [handler.py:handle_request():146] handle_request: status_report
2024-04-10 14:49:51,485 DEBUG   SenderThread:95205 [sender.py:send_request():406] send_request: status_report
2024-04-10 14:49:56,507 DEBUG   HandlerThread:95205 [handler.py:handle_request():146] handle_request: status_report
2024-04-10 14:49:56,508 DEBUG   SenderThread:95205 [sender.py:send_request():406] send_request: status_report
2024-04-10 14:50:01,529 DEBUG   HandlerThread:95205 [handler.py:handle_request():146] handle_request: status_report
2024-04-10 14:50:01,529 DEBUG   SenderThread:95205 [sender.py:send_request():406] send_request: status_report
2024-04-10 14:50:06,544 DEBUG   HandlerThread:95205 [handler.py:handle_request():146] handle_request: status_report
2024-04-10 14:50:06,545 DEBUG   SenderThread:95205 [sender.py:send_request():406] send_request: status_report
2024-04-10 14:50:11,571 DEBUG   HandlerThread:95205 [handler.py:handle_request():146] handle_request: status_report
2024-04-10 14:50:11,572 DEBUG   SenderThread:95205 [sender.py:send_request():406] send_request: status_report
2024-04-10 14:50:16,612 DEBUG   HandlerThread:95205 [handler.py:handle_request():146] handle_request: status_report
2024-04-10 14:50:16,613 DEBUG   SenderThread:95205 [sender.py:send_request():406] send_request: status_report
2024-04-10 14:50:19,870 DEBUG   HandlerThread:95205 [handler.py:handle_request():146] handle_request: partial_history
2024-04-10 14:50:21,638 DEBUG   HandlerThread:95205 [handler.py:handle_request():146] handle_request: status_report
2024-04-10 14:50:21,639 DEBUG   SenderThread:95205 [sender.py:send_request():406] send_request: status_report
2024-04-10 14:50:26,651 DEBUG   HandlerThread:95205 [handler.py:handle_request():146] handle_request: status_report
2024-04-10 14:50:26,652 DEBUG   SenderThread:95205 [sender.py:send_request():406] send_request: status_report
2024-04-10 14:50:31,673 DEBUG   HandlerThread:95205 [handler.py:handle_request():146] handle_request: status_report
2024-04-10 14:50:31,674 DEBUG   SenderThread:95205 [sender.py:send_request():406] send_request: status_report
2024-04-10 14:50:36,694 DEBUG   HandlerThread:95205 [handler.py:handle_request():146] handle_request: status_report
2024-04-10 14:50:36,695 DEBUG   SenderThread:95205 [sender.py:send_request():406] send_request: status_report
2024-04-10 14:50:41,713 DEBUG   HandlerThread:95205 [handler.py:handle_request():146] handle_request: status_report
2024-04-10 14:50:41,713 DEBUG   SenderThread:95205 [sender.py:send_request():406] send_request: status_report
2024-04-10 14:50:46,738 DEBUG   HandlerThread:95205 [handler.py:handle_request():146] handle_request: status_report
2024-04-10 14:50:46,738 DEBUG   SenderThread:95205 [sender.py:send_request():406] send_request: status_report
2024-04-10 14:50:46,962 DEBUG   HandlerThread:95205 [handler.py:handle_request():146] handle_request: partial_history
2024-04-10 14:50:51,753 DEBUG   HandlerThread:95205 [handler.py:handle_request():146] handle_request: status_report
2024-04-10 14:50:51,753 DEBUG   SenderThread:95205 [sender.py:send_request():406] send_request: status_report
2024-04-10 14:50:56,769 DEBUG   HandlerThread:95205 [handler.py:handle_request():146] handle_request: status_report
2024-04-10 14:50:56,769 DEBUG   SenderThread:95205 [sender.py:send_request():406] send_request: status_report
2024-04-10 14:51:01,790 DEBUG   HandlerThread:95205 [handler.py:handle_request():146] handle_request: status_report
2024-04-10 14:51:01,791 DEBUG   SenderThread:95205 [sender.py:send_request():406] send_request: status_report
2024-04-10 14:51:06,811 DEBUG   HandlerThread:95205 [handler.py:handle_request():146] handle_request: status_report
2024-04-10 14:51:06,811 DEBUG   SenderThread:95205 [sender.py:send_request():406] send_request: status_report
2024-04-10 14:51:11,831 DEBUG   HandlerThread:95205 [handler.py:handle_request():146] handle_request: status_report
2024-04-10 14:51:11,831 DEBUG   SenderThread:95205 [sender.py:send_request():406] send_request: status_report
2024-04-10 14:51:13,760 DEBUG   HandlerThread:95205 [handler.py:handle_request():146] handle_request: partial_history
2024-04-10 14:51:16,844 DEBUG   HandlerThread:95205 [handler.py:handle_request():146] handle_request: status_report
2024-04-10 14:51:16,845 DEBUG   SenderThread:95205 [sender.py:send_request():406] send_request: status_report
2024-04-10 14:51:21,868 DEBUG   HandlerThread:95205 [handler.py:handle_request():146] handle_request: status_report
2024-04-10 14:51:21,868 DEBUG   SenderThread:95205 [sender.py:send_request():406] send_request: status_report
2024-04-10 14:51:26,890 DEBUG   HandlerThread:95205 [handler.py:handle_request():146] handle_request: status_report
2024-04-10 14:51:26,892 DEBUG   SenderThread:95205 [sender.py:send_request():406] send_request: status_report
2024-04-10 14:51:31,908 DEBUG   HandlerThread:95205 [handler.py:handle_request():146] handle_request: status_report
2024-04-10 14:51:31,908 DEBUG   SenderThread:95205 [sender.py:send_request():406] send_request: status_report
2024-04-10 14:51:36,930 DEBUG   HandlerThread:95205 [handler.py:handle_request():146] handle_request: status_report
2024-04-10 14:51:36,931 DEBUG   SenderThread:95205 [sender.py:send_request():406] send_request: status_report
